성별,나이,월수입,직업,결혼여부,소비성향,예산,구매단가,사용목적,중요요소,선호브랜드,상품명,브랜드,카테고리,판매단가,평점,리뷰수,상품설명,상품정보출처,상품조회수,비교상품수,구매시간대,재방문횟수,카드할부여부,구매후회값
female,27,4710000,프리랜서,미혼,보수적,149000,1029000,소장,"디자인, 착용감",마이리얼트립,COS 패션 1021,COS,패션,1029000,3.21,2576.0,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",manual,55,5,13,6,Y,0.76
male,42,6180000,대기업직원,기혼,진보적,950000,1800000,생활,"희소성, 감성",한샘,한샘 가구 1022,한샘,가구,1800000,4.36,,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",crawler,7,5,21,3,Y,0.831
male,33,4250000,공무원,미혼,보수적,934000,180000,여행,"희소성, 감성",종근당,ZARA 패션 1023,ZARA,패션,180000,4.57,1853.0,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",naver_api,46,5,20,5,N,0.683
female,56,7630000,전문직,기혼,진보적,1404000,18000,유행,"가격, 내구성",3M,3M 생활용품 1024,3M,생활용품,18000,4.45,7.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,22,1,9,2,N,0.422
male,29,710000,학생,미혼,진보적,63000,126000,건강,"희소성, 감성",나이키,센트룸 건강관리 1025,센트룸,건강관리,126000,4.47,3599.0,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,51,5,16,4,N,0.682
female,36,3170000,주부,기혼,진보적,397000,2422000,휴식,"가격, 일정",대한항공,대한항공 여행 1026,대한항공,여행,2422000,3.6,94.0,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",image_estimate,27,12,15,8,Y,0.519
female,30,1320000,취업준비생,기혼,진보적,121000,189000,피부관리,"희소성, 감성",프라다,라네즈 화장품 1027,라네즈,화장품,189000,4.51,1034.0,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",user_input,38,6,11,4,N,0.601
female,72,3510000,은퇴자,기혼,보수적,284000,76000,유행,"가격, 신선도",CJ,CJ 식품 1028,CJ,식품,76000,4.32,28.0,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,32,5,22,0,N,0.4
female,43,5440000,자영업,미혼,진보적,839000,11000,가족,"가격, 신선도",CJ,CJ 식품 1029,CJ,식품,11000,4.02,810.0,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",crawler,45,4,12,1,N,0.379
female,24,930000,학생,미혼,보수적,71000,4216000,가족,"희소성, 감성",대한항공,대한항공 여행 1030,대한항공,여행,4216000,4.31,,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,2,56,3,36,Y,0.593
male,29,930000,학생,미혼,진보적,43000,3793000,가족,"희소성, 감성",마이리얼트립,마이리얼트립 여행 1031,마이리얼트립,여행,3793000,3.56,2951.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",crawler,48,49,10,33,Y,0.618
male,58,2930000,은퇴자,미혼,보수적,585000,110000,휴식,"성능, 배터리",센트룸,삼성 전자기기 1032,삼성,전자기기,110000,3.43,2203.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,50,5,10,3,N,0.498
male,38,5590000,프리랜서,미혼,보수적,658000,184000,출근,"희소성, 감성",ZARA,ZARA 패션 1033,ZARA,패션,184000,4.05,3154.0,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",manual,45,4,20,0,N,0.345
female,33,4270000,공무원,기혼,보수적,498000,51000,휴식,"가격, 내구성",COS,유한킴벌리 생활용품 1034,유한킴벌리,생활용품,51000,4.0,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,6,0,16,1,N,0.482
female,43,6190000,자영업,기혼,진보적,421000,29000,소장,"가격, 신선도",이케아,CJ 식품 1035,CJ,식품,29000,,3526.0,"CJ 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",manual,42,4,16,2,N,0.521
male,25,870000,취업준비생,미혼,보수적,152000,492000,데일리,"성분, 가격",샤넬,설화수 화장품 1036,설화수,화장품,492000,,3414.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",user_input,50,8,9,7,Y,0.721
female,24,520000,학생,미혼,진보적,112000,89000,생활,"가격, 내구성",유한킴벌리,3M 생활용품 1037,3M,생활용품,89000,4.58,,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,3,7,17,4,N,0.277
female,51,6490000,전문직,미혼,보수적,1146000,622000,휴식,"희소성, 감성",대한항공,종근당 건강관리 1038,종근당,건강관리,622000,4.48,,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,14,4,19,3,Y,0.614
female,59,5200000,자영업,기혼,진보적,1059000,497000,유행,"희소성, 감성",프라다,프라다 명품 1039,프라다,명품,497000,3.27,1344.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,44,1,20,1,N,0.558
male,41,5110000,공무원,기혼,진보적,765000,30000,선물,"가격, 내구성",유한킴벌리,유한킴벌리 생활용품 1040,유한킴벌리,생활용품,30000,4.55,122.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,28,1,18,0,N,0.362
female,28,5450000,프리랜서,미혼,보수적,1162000,27000,소장,"가격, 내구성",COS,3M 생활용품 1041,3M,생활용품,27000,,3304.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",naver_api,44,3,3,4,N,0.515
male,39,5510000,사무직,기혼,진보적,524000,4017000,유행,"희소성, 감성",마이리얼트립,마이리얼트립 여행 1042,마이리얼트립,여행,4017000,,,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",crawler,9,10,21,9,Y,0.85
female,28,3200000,사무직,미혼,보수적,658000,1232000,공부,"희소성, 감성",유한킴벌리,삼성 전자기기 1043,삼성,전자기기,1232000,,3736.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,48,10,14,4,Y,0.656
female,67,3500000,은퇴자,미혼,보수적,555000,122000,게임,"성능, 배터리",다이소,LG 전자기기 1044,LG,전자기기,122000,,,"LG 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,6,3,16,2,N,0.309
female,26,1340000,취업준비생,미혼,보수적,80000,1020000,선물,"디자인, 착용감",나이키,나이키 패션 1045,나이키,패션,1020000,4.22,1047.0,"나이키 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,48,12,22,7,Y,0.654
female,35,8610000,대기업직원,미혼,보수적,691000,184000,휴식,"가격, 일정",CJ,마이리얼트립 여행 1046,마이리얼트립,여행,184000,,505.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",manual,35,5,18,0,N,0.316
female,51,4930000,공무원,기혼,진보적,1018000,381000,가족,"가격, 일정",클래스101,마이리얼트립 여행 1047,마이리얼트립,여행,381000,3.38,2777.0,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",user_input,44,2,22,5,N,0.368
female,27,1100000,취업준비생,기혼,보수적,169000,82000,취업,"강의품질, 가격",메가스터디,메가스터디 교육 1048,메가스터디,교육,82000,4.78,,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,11,4,21,5,N,0.234
male,38,4050000,자영업,미혼,진보적,521000,200000,소장,"내구성, 크기",CJ,한샘 가구 1049,한샘,가구,200000,4.54,1449.0,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",naver_api,50,2,18,1,N,0.563
male,33,3480000,프리랜서,미혼,진보적,736000,31000,회복,"희소성, 감성",샤넬,종근당 건강관리 1050,종근당,건강관리,31000,4.8,3387.0,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,45,6,17,0,N,0.644
female,54,11320000,전문직,기혼,보수적,795000,53000,여행,"희소성, 감성",유한킴벌리,ZARA 패션 1051,ZARA,패션,53000,,,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",crawler,3,1,10,4,N,0.684
female,54,6270000,전문직,기혼,진보적,1266000,36000,식사,"가격, 신선도",샤넬,동원 식품 1052,동원,식품,36000,3.61,,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,12,1,17,4,N,0.303
female,35,4580000,사무직,미혼,진보적,156000,22000,가족,"희소성, 감성",설화수,동원 식품 1053,동원,식품,22000,3.76,2414.0,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",manual,40,5,11,0,N,0.656
male,45,7320000,자영업,기혼,보수적,1448000,7000,가정,"희소성, 감성",다이소,다이소 생활용품 1054,다이소,생활용품,7000,,2191.0,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",user_input,42,5,19,1,N,0.583
female,20,550000,학생,기혼,진보적,83000,26000,식사,"희소성, 감성",동원,동원 식품 1055,동원,식품,26000,3.73,,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",manual,7,4,11,0,N,0.371
female,41,3900000,사무직,기혼,진보적,315000,540000,유행,"강의품질, 가격",구찌,메가스터디 교육 1056,메가스터디,교육,540000,4.34,3441.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,44,5,16,1,Y,0.672
female,57,1940000,주부,기혼,진보적,66000,13000,데일리,"희소성, 감성",아디다스,설화수 화장품 1057,설화수,화장품,13000,3.35,,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,13,2,20,2,N,0.636
female,49,2770000,주부,기혼,진보적,304000,80000,선물,"디자인, 착용감",마이리얼트립,아디다스 패션 1058,아디다스,패션,80000,4.84,495.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,46,2,22,4,N,0.571
female,27,4210000,사무직,미혼,진보적,709000,589000,보상,"브랜드, 희소성",클래스101,샤넬 명품 1059,샤넬,명품,589000,,454.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,43,2,21,2,Y,0.37
male,40,4890000,자영업,기혼,보수적,989000,39000,회복,"희소성, 감성",리바트,센트룸 건강관리 1060,센트룸,건강관리,39000,4.62,2844.0,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",manual,52,3,14,3,N,0.649
male,32,1040000,취업준비생,미혼,진보적,81000,312000,생활,"희소성, 감성",리바트,리바트 가구 1061,리바트,가구,312000,3.43,270.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",manual,38,6,17,4,Y,0.823
male,29,8240000,전문직,기혼,진보적,1541000,111000,데이트,"디자인, 착용감",대한항공,아디다스 패션 1062,아디다스,패션,111000,,265.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",user_input,33,2,13,4,N,0.377
male,48,4940000,공무원,기혼,보수적,348000,19000,소장,"성분, 가격",라네즈,라네즈 화장품 1063,라네즈,화장품,19000,4.54,,"라네즈 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",image_estimate,4,1,13,4,N,0.481
female,19,850000,학생,미혼,진보적,184000,50000,생활,"희소성, 감성",유한킴벌리,유한킴벌리 생활용품 1064,유한킴벌리,생활용품,50000,3.42,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,8,5,13,3,N,0.366
female,24,880000,취업준비생,기혼,진보적,88000,1568000,선물,"내구성, 크기",리바트,리바트 가구 1065,리바트,가구,1568000,4.58,2907.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",naver_api,50,24,2,15,Y,0.684
male,52,7540000,전문직,기혼,보수적,1064000,17000,생활,"가격, 내구성",메가스터디,유한킴벌리 생활용품 1066,유한킴벌리,생활용품,17000,3.57,,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,14,4,15,0,N,0.303
male,47,2220000,주부,기혼,진보적,141000,229000,출근,"디자인, 착용감",COS,COS 패션 1067,COS,패션,229000,3.22,3080.0,"COS 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",naver_api,53,6,13,2,N,0.386
male,51,7480000,자영업,기혼,진보적,1620000,68000,선물,"성분, 가격",이니스프리,이니스프리 화장품 1068,이니스프리,화장품,68000,4.17,3561.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,50,4,10,3,N,0.197
male,35,7870000,대기업직원,기혼,진보적,611000,41000,선물,"가격, 신선도",한샘,동원 식품 1069,동원,식품,41000,4.26,,"동원 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",image_estimate,14,4,1,1,N,0.508
male,32,4600000,사무직,미혼,진보적,183000,758000,선물,"브랜드, 희소성",레노버,구찌 명품 1070,구찌,명품,758000,4.73,,"구찌 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",naver_api,13,6,15,4,Y,0.618
male,58,2400000,주부,미혼,진보적,489000,54000,선물,"희소성, 감성",라네즈,클래스101 교육 1071,클래스101,교육,54000,3.39,,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,9,0,11,3,N,0.69
male,40,2360000,주부,미혼,보수적,289000,420000,소장,"브랜드, 희소성",프라다,프라다 명품 1072,프라다,명품,420000,3.83,635.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",image_estimate,47,7,17,6,N,0.587
male,46,5250000,프리랜서,기혼,보수적,1058000,24000,청소,"희소성, 감성",다이소,다이소 생활용품 1073,다이소,생활용품,24000,4.63,,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",crawler,4,2,18,3,N,0.371
female,58,9910000,전문직,미혼,진보적,1113000,137000,콘텐츠,"성능, 배터리",센트룸,소니 전자기기 1074,소니,전자기기,137000,4.49,,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,7,5,13,0,N,0.52
female,51,7680000,대기업직원,기혼,진보적,1019000,154000,게임,"희소성, 감성",소니,소니 전자기기 1075,소니,전자기기,154000,4.47,3497.0,"소니 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,56,3,13,1,N,0.412
male,46,2170000,주부,미혼,진보적,365000,1102000,회복,"희소성, 감성",다이소,센트룸 건강관리 1076,센트룸,건강관리,1102000,4.46,1322.0,"센트룸 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",manual,43,6,13,8,Y,0.863
male,23,630000,학생,미혼,진보적,135000,3235000,유행,"희소성, 감성",대한항공,리바트 가구 1077,리바트,가구,3235000,3.99,2194.0,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",user_input,44,60,9,44,Y,0.881
male,50,10050000,전문직,기혼,보수적,2155000,391000,기념일,"가격, 일정",대한항공,대한항공 여행 1078,대한항공,여행,391000,3.8,3155.0,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",manual,53,0,13,1,N,0.459
male,65,3710000,은퇴자,기혼,보수적,769000,47000,휴식,"희소성, 감성",ZARA,종근당 건강관리 1079,종근당,건강관리,47000,3.67,,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",crawler,5,5,2,1,N,0.687
male,43,4110000,프리랜서,미혼,진보적,761000,69000,출근,"디자인, 착용감",ZARA,ZARA 패션 1080,ZARA,패션,69000,4.24,,"ZARA 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",user_input,2,3,22,1,N,0.329
male,30,4520000,프리랜서,미혼,진보적,571000,101000,취업,"희소성, 감성",오뚜기,메가스터디 교육 1081,메가스터디,교육,101000,,,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",image_estimate,11,1,2,0,N,0.476
female,28,1240000,취업준비생,미혼,진보적,265000,766000,건강,"희소성, 감성",샤넬,종근당 건강관리 1082,종근당,건강관리,766000,4.23,,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",user_input,5,8,18,8,Y,0.676
female,48,6690000,자영업,미혼,보수적,944000,13000,피부관리,"성분, 가격",설화수,설화수 화장품 1083,설화수,화장품,13000,,,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,15,2,18,2,N,0.236
female,20,880000,학생,미혼,보수적,90000,229000,기념일,"희소성, 감성",마이리얼트립,마이리얼트립 여행 1084,마이리얼트립,여행,229000,4.26,,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",image_estimate,2,6,10,3,Y,0.798
male,69,3780000,은퇴자,기혼,진보적,391000,44000,생활,"가격, 신선도",한샘,오뚜기 식품 1085,오뚜기,식품,44000,3.52,476.0,"오뚜기 식품 상품. 주요 특징: 가격, 신선도, 배송, 생활, 식사, 가족.",naver_api,44,4,13,2,N,0.323
female,22,510000,학생,미혼,보수적,73000,4950000,게임,"성능, 배터리",리바트,삼성 전자기기 1086,삼성,전자기기,4950000,4.06,768.0,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,48,60,21,60,Y,0.547
female,38,5710000,자영업,미혼,보수적,429000,1043000,유행,"희소성, 감성",한샘,한샘 가구 1087,한샘,가구,1043000,,,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",user_input,8,7,14,3,Y,0.843
female,24,1220000,취업준비생,미혼,진보적,213000,31000,휴식,"희소성, 감성",유한킴벌리,아디다스 패션 1088,아디다스,패션,31000,3.61,2689.0,"아디다스 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",user_input,42,5,15,0,N,0.661
female,45,3350000,주부,기혼,진보적,155000,118000,휴식,"희소성, 감성",삼성,삼성 전자기기 1089,삼성,전자기기,118000,4.53,,"삼성 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",manual,16,2,10,1,N,0.566
male,53,11270000,전문직,기혼,보수적,1542000,2437000,선물,"희소성, 감성",라네즈,LG 전자기기 1090,LG,전자기기,2437000,3.61,282.0,"LG 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",naver_api,31,5,0,4,Y,0.805
female,54,5640000,공무원,기혼,진보적,524000,823000,소장,"희소성, 감성",LG,LG 전자기기 1091,LG,전자기기,823000,,2171.0,"LG 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",image_estimate,40,7,15,2,Y,0.762
male,68,2470000,은퇴자,기혼,진보적,379000,133000,소장,"희소성, 감성",오뚜기,설화수 화장품 1092,설화수,화장품,133000,,804.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",image_estimate,38,3,14,1,N,0.677
male,32,2590000,주부,기혼,진보적,411000,14000,소장,"희소성, 감성",3M,3M 생활용품 1093,3M,생활용품,14000,3.87,2982.0,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,41,0,10,3,N,0.578
female,37,3930000,사무직,기혼,보수적,847000,795000,공부,"성능, 배터리",애플,애플 전자기기 1094,애플,전자기기,795000,4.51,3487.0,"애플 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",crawler,46,6,14,5,Y,0.196
female,27,8970000,대기업직원,미혼,진보적,991000,13000,선물,"희소성, 감성",마이리얼트립,설화수 화장품 1095,설화수,화장품,13000,,3306.0,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",naver_api,46,5,11,1,N,0.453
female,24,590000,학생,미혼,진보적,57000,4075000,기념일,"가격, 일정",구찌,대한항공 여행 1096,대한항공,여행,4075000,3.85,29.0,"대한항공 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",manual,33,60,21,57,Y,0.745
male,42,10050000,전문직,기혼,진보적,2133000,299000,취업,"희소성, 감성",설화수,메가스터디 교육 1097,메가스터디,교육,299000,4.02,1712.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",crawler,46,2,3,1,N,0.471
female,70,2510000,은퇴자,기혼,보수적,442000,27000,소장,"성분, 가격",설화수,설화수 화장품 1098,설화수,화장품,27000,,,"설화수 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",crawler,9,4,19,4,N,0.42
male,48,2640000,주부,기혼,진보적,531000,196000,이사,"희소성, 감성",한샘,한샘 가구 1099,한샘,가구,196000,,2358.0,"한샘 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,46,5,18,3,N,0.388
male,69,3440000,은퇴자,미혼,진보적,544000,57000,생활,"가격, 내구성",종근당,다이소 생활용품 1100,다이소,생활용품,57000,4.52,,"다이소 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",image_estimate,3,1,19,4,N,0.269
male,30,930000,취업준비생,기혼,보수적,72000,6035000,선물,"브랜드, 희소성",애플,샤넬 명품 1101,샤넬,명품,6035000,4.87,1992.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",crawler,44,60,9,55,Y,0.575
female,70,2730000,은퇴자,미혼,진보적,513000,1541000,인테리어,"내구성, 크기",이케아,리바트 가구 1102,리바트,가구,1541000,,,"리바트 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",crawler,15,7,1,7,Y,0.622
male,40,3390000,사무직,기혼,진보적,107000,1115000,건강,"희소성, 감성",종근당,종근당 건강관리 1103,종근당,건강관리,1115000,3.23,1107.0,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",manual,47,6,9,5,Y,0.557
male,46,3420000,사무직,기혼,보수적,115000,598000,소장,"희소성, 감성",이케아,프라다 명품 1104,프라다,명품,598000,3.31,2422.0,"프라다 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",manual,48,3,13,5,Y,0.836
male,50,4850000,자영업,미혼,보수적,234000,18000,소장,"가격, 내구성",3M,3M 생활용품 1105,3M,생활용품,18000,3.48,,"3M 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,5,0,18,1,N,0.391
male,38,7450000,대기업직원,기혼,보수적,1559000,73000,유행,"성분, 후기",정관장,정관장 건강관리 1106,정관장,건강관리,73000,3.52,502.0,"정관장 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",naver_api,32,2,15,2,N,0.41
male,36,4780000,사무직,미혼,진보적,617000,3947000,기념일,"가격, 일정",마이리얼트립,마이리얼트립 여행 1107,마이리얼트립,여행,3947000,4.47,,"마이리얼트립 여행 상품. 주요 특징: 가격, 일정, 숙소, 휴식, 가족, 기념일.",crawler,3,11,0,10,Y,0.722
male,70,2730000,은퇴자,미혼,진보적,182000,369000,소장,"희소성, 감성",LG,종근당 건강관리 1108,종근당,건강관리,369000,4.84,,"종근당 건강관리 상품. 주요 특징: 성분, 후기, 안전성, 건강, 부모님, 회복.",image_estimate,5,2,18,5,N,0.921
male,29,8600000,대기업직원,미혼,보수적,918000,1207000,자기계발,"강의품질, 가격",메가스터디,메가스터디 교육 1109,메가스터디,교육,1207000,3.29,1312.0,"메가스터디 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,40,4,9,5,Y,0.482
male,61,7040000,자영업,기혼,보수적,403000,29000,데일리,"성분, 가격",CJ,이니스프리 화장품 1110,이니스프리,화장품,29000,,1332.0,"이니스프리 화장품 상품. 주요 특징: 성분, 가격, 후기, 피부관리, 선물, 데일리.",manual,47,5,18,2,N,0.507
male,33,2370000,주부,기혼,보수적,79000,671000,보상,"브랜드, 희소성",클래스101,샤넬 명품 1111,샤넬,명품,671000,4.12,3384.0,"샤넬 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",crawler,44,4,17,4,Y,0.607
male,34,4680000,자영업,미혼,진보적,749000,3565000,보상,"희소성, 감성",루이비통,루이비통 명품 1112,루이비통,명품,3565000,,2607.0,"루이비통 명품 상품. 주요 특징: 브랜드, 희소성, 디자인, 선물, 보상, 소장.",naver_api,40,14,18,9,Y,0.568
male,24,940000,학생,미혼,보수적,73000,2249000,휴식,"성능, 배터리",레노버,레노버 전자기기 1113,레노버,전자기기,2249000,3.98,,"레노버 전자기기 상품. 주요 특징: 성능, 배터리, 휴대성, 업무, 공부, 게임, 콘텐츠.",user_input,7,31,9,21,Y,0.705
female,23,690000,학생,기혼,진보적,147000,46000,자기계발,"강의품질, 가격",CJ,클래스101 교육 1114,클래스101,교육,46000,4.32,339.0,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",user_input,31,0,1,2,N,0.507
male,47,4050000,프리랜서,기혼,진보적,746000,1498000,유행,"희소성, 감성",한샘,이케아 가구 1115,이케아,가구,1498000,3.96,1144.0,"이케아 가구 상품. 주요 특징: 내구성, 크기, 디자인, 이사, 인테리어, 생활.",image_estimate,38,8,2,7,Y,0.892
female,60,2900000,주부,기혼,보수적,444000,86000,유행,"디자인, 착용감",나이키,나이키 패션 1116,나이키,패션,86000,4.56,798.0,"나이키 패션 상품. 주요 특징: 디자인, 착용감, 브랜드, 출근, 데이트, 여행.",image_estimate,42,2,13,4,N,0.487
female,28,590000,학생,미혼,보수적,61000,289000,취업,"강의품질, 가격",삼성,클래스101 교육 1117,클래스101,교육,289000,4.03,,"클래스101 교육 상품. 주요 특징: 강의품질, 가격, 커리큘럼, 공부, 취업, 자기계발.",naver_api,8,8,11,5,Y,0.55
male,42,3470000,프리랜서,기혼,진보적,131000,28000,청소,"가격, 내구성",설화수,유한킴벌리 생활용품 1118,유한킴벌리,생활용품,28000,3.91,1959.0,"유한킴벌리 생활용품 상품. 주요 특징: 가격, 내구성, 용량, 생활, 청소, 가정.",manual,44,3,12,2,N,0.253
