성별,나이,월수입,직업,결혼여부,소비성향,가격,가격등급,카테고리,브랜드,상품조회수,비교상품수,구매시간대,카드할부여부,재방문횟수,구매후회값
female,19,1670000,학생,미혼,보수적,251000,중저가,식품,풀무원,24,5,11,N,2,0.146
female,33,1820000,취업준비생,미혼,보수적,1684000,초고가,여행,마이리얼트립,37,9,12,Y,10,0.567
male,32,2460000,사무직,기혼,보수적,156000,중저가,전자기기,레노버,23,4,12,N,5,0.131
male,53,4830000,전문직,기혼,진보적,16000,초저가,생활용품,유한킴벌리,10,2,21,N,3,0.083
male,39,2900000,공무원,미혼,진보적,150000,중저가,교육,클래스101,17,3,17,N,4,0.113
female,45,2210000,자영업,기혼,보수적,4773000,초고가,명품,프라다,39,15,10,Y,14,0.548
female,36,1900000,프리랜서,기혼,진보적,1233000,고가,화장품,설화수,24,5,15,Y,5,0.585
female,39,3930000,대기업직원,미혼,진보적,232000,중저가,식품,오뚜기,18,2,19,N,2,0.129
male,44,790000,주부,기혼,보수적,118000,중저가,여행,아시아나,31,5,12,N,6,0.148
male,59,1190000,은퇴자,미혼,보수적,175000,중저가,전자기기,삼성,33,4,10,Y,3,0.227
male,29,550000,학생,미혼,진보적,224000,중저가,패션,나이키,28,6,13,N,3,0.362
female,31,640000,취업준비생,미혼,진보적,42000,저가,건강관리,락토핏,11,2,18,N,0,0.202
female,42,3470000,사무직,기혼,보수적,19000,초저가,명품,버버리,29,3,9,Y,2,0.164
female,30,6500000,전문직,기혼,보수적,966000,고가,화장품,설화수,28,7,19,Y,2,0.21
male,49,3550000,공무원,기혼,보수적,19000,초저가,식품,CJ,17,2,18,Y,0,0.164
male,55,3620000,자영업,기혼,보수적,38000,저가,교육,시원스쿨,26,4,17,N,2,0.074
male,46,2590000,프리랜서,기혼,진보적,741000,고가,가구,리바트,29,5,0,Y,6,0.37
female,49,5200000,대기업직원,기혼,보수적,262000,중저가,패션,ZARA,26,4,2,N,1,0.202
female,54,1440000,주부,기혼,보수적,83000,저가,건강관리,센트룸,24,3,21,N,1,0.137
female,69,1870000,은퇴자,기혼,보수적,663000,고가,명품,구찌,46,8,9,Y,8,0.35
male,28,830000,학생,미혼,보수적,1315000,고가,전자기기,애플,31,12,19,Y,12,0.527
male,29,950000,취업준비생,미혼,보수적,5000,초저가,생활용품,락앤락,20,2,17,N,0,0.117
male,52,4410000,사무직,기혼,보수적,511000,고가,교육,메가스터디,28,8,13,N,3,0.121
female,40,9990000,전문직,기혼,진보적,704000,고가,가구,리바트,18,3,16,N,7,0.141
female,59,4840000,공무원,기혼,보수적,1315000,고가,패션,무신사스탠다드,39,8,16,N,3,0.237
female,65,5120000,자영업,기혼,보수적,243000,중저가,식품,동원,18,3,19,N,2,0.081
male,24,4330000,프리랜서,기혼,진보적,235000,중저가,여행,하나투어,22,2,14,N,4,0.165
male,27,6780000,대기업직원,기혼,진보적,701000,고가,전자기기,LG,29,5,19,N,6,0.127
male,32,2290000,주부,기혼,진보적,36000,저가,생활용품,깨끗한나라,15,2,22,N,1,0.203
female,61,2650000,은퇴자,기혼,보수적,129000,중저가,교육,클래스101,25,4,19,N,1,0.134
female,27,1240000,학생,미혼,진보적,981000,고가,명품,샤넬,37,5,20,Y,9,0.577
female,27,1270000,취업준비생,기혼,보수적,730000,고가,화장품,라네즈,38,7,14,N,5,0.492
male,30,4880000,사무직,미혼,보수적,3000,초저가,식품,노브랜드,9,2,22,N,0,0.186
male,50,12930000,전문직,미혼,진보적,170000,중저가,여행,하나투어,19,2,15,N,3,0.16
male,33,5360000,공무원,기혼,진보적,770000,고가,전자기기,삼성,19,5,17,N,6,0.157
female,39,8190000,자영업,기혼,보수적,770000,고가,패션,아디다스,35,7,20,N,3,0.149
female,34,6920000,프리랜서,기혼,진보적,121000,중저가,건강관리,종근당,10,2,13,N,4,0.101
female,37,9200000,대기업직원,기혼,진보적,5937000,초고가,명품,루이비통,34,9,14,Y,9,0.529
male,42,3500000,주부,미혼,진보적,28000,저가,화장품,올리브영PB,14,4,14,N,4,0.115
male,71,4130000,은퇴자,기혼,보수적,7000,초저가,식품,CJ,15,4,17,N,0,0.137
male,26,1590000,학생,미혼,진보적,131000,중저가,교육,윌라,18,5,9,N,1,0.172
female,25,1720000,취업준비생,미혼,진보적,582000,고가,가구,일룸,27,6,21,Y,6,0.374
female,40,7010000,사무직,미혼,진보적,1035000,고가,패션,COS,32,6,22,Y,3,0.279
female,60,17430000,전문직,기혼,진보적,40000,저가,건강관리,종근당,21,0,19,N,3,0.173
male,43,6760000,공무원,기혼,진보적,4427000,초고가,명품,구찌,29,8,10,Y,7,0.535
male,49,11660000,자영업,미혼,진보적,144000,중저가,전자기기,소니,16,1,0,N,5,0.241
male,44,8980000,프리랜서,기혼,진보적,71000,저가,생활용품,유한킴벌리,10,3,20,N,3,0.117
female,47,13720000,대기업직원,미혼,진보적,105000,중저가,교육,패스트캠퍼스,19,1,21,N,3,0.184
female,52,4730000,주부,미혼,진보적,4903000,초고가,가구,한샘,30,10,15,Y,11,0.506
female,63,5250000,은퇴자,기혼,보수적,710000,고가,패션,무신사스탠다드,25,5,18,N,3,0.191
male,25,540000,학생,미혼,진보적,20000,초저가,식품,풀무원,6,2,13,N,4,0.079
male,23,570000,취업준비생,미혼,진보적,396000,고가,여행,마이리얼트립,37,8,22,Y,9,0.664
male,50,2390000,사무직,기혼,진보적,370000,고가,전자기기,레노버,28,4,17,Y,6,0.231
female,37,5250000,전문직,기혼,진보적,31000,저가,생활용품,유한킴벌리,8,1,15,N,0,0.232
female,53,2820000,공무원,기혼,진보적,435000,고가,교육,클래스101,20,6,16,N,5,0.142
female,59,2280000,자영업,기혼,보수적,564000,고가,명품,프라다,36,6,23,N,6,0.336
male,54,1770000,프리랜서,미혼,보수적,54000,저가,화장품,설화수,19,5,18,N,2,0.118
male,57,4100000,대기업직원,기혼,보수적,4000,초저가,식품,오뚜기,16,3,13,N,3,0.075
male,30,840000,주부,미혼,보수적,481000,고가,여행,아시아나,43,7,0,Y,7,0.534
female,73,1200000,은퇴자,기혼,보수적,430000,고가,전자기기,삼성,43,8,11,Y,6,0.323
female,24,860000,학생,미혼,보수적,406000,고가,패션,나이키,34,7,2,Y,3,0.548
female,33,840000,취업준비생,미혼,보수적,210000,중저가,건강관리,락토핏,16,5,16,N,4,0.249
male,28,3150000,사무직,미혼,진보적,1733000,초고가,명품,버버리,39,7,13,Y,7,0.514
male,47,7140000,전문직,기혼,진보적,63000,저가,화장품,설화수,24,3,12,N,1,0.123
male,27,3770000,공무원,기혼,진보적,59000,저가,식품,CJ,16,4,19,N,4,0.054
female,33,3210000,자영업,미혼,진보적,185000,중저가,교육,시원스쿨,8,4,22,Y,3,0.261
female,32,2720000,프리랜서,미혼,진보적,3383000,초고가,가구,리바트,26,12,10,Y,12,0.516
female,35,5790000,대기업직원,기혼,보수적,562000,고가,패션,ZARA,29,6,17,Y,2,0.225
male,40,1530000,주부,기혼,진보적,230000,중저가,건강관리,센트룸,7,3,10,N,3,0.18
male,65,1670000,은퇴자,기혼,진보적,3375000,초고가,명품,구찌,31,12,9,Y,13,0.558
male,23,1110000,학생,미혼,진보적,882000,고가,전자기기,애플,32,6,10,Y,9,0.55
female,31,1390000,취업준비생,미혼,보수적,32000,저가,생활용품,락앤락,10,4,16,N,3,0.064
female,38,4130000,사무직,미혼,보수적,1181000,고가,교육,메가스터디,19,8,0,Y,5,0.342
female,57,10040000,전문직,미혼,진보적,2393000,초고가,가구,리바트,33,8,17,N,6,0.199
male,37,4480000,공무원,기혼,보수적,55000,저가,패션,무신사스탠다드,22,5,13,N,3,0.081
male,43,5180000,자영업,미혼,진보적,66000,저가,식품,동원,12,2,18,N,2,0.083
male,42,4520000,프리랜서,기혼,진보적,4002000,초고가,여행,하나투어,31,7,15,Y,10,0.559
female,45,7780000,대기업직원,기혼,진보적,962000,고가,전자기기,LG,31,5,23,N,7,0.188
female,50,2240000,주부,기혼,진보적,277000,중저가,생활용품,깨끗한나라,19,3,21,N,2,0.153
female,75,2600000,은퇴자,기혼,보수적,765000,고가,교육,클래스101,24,5,11,Y,5,0.301
male,22,1650000,학생,미혼,보수적,2257000,초고가,명품,샤넬,42,11,15,Y,11,0.563
male,29,1790000,취업준비생,미혼,보수적,191000,중저가,화장품,라네즈,27,3,17,N,1,0.213
male,48,5540000,사무직,기혼,보수적,217000,중저가,식품,노브랜드,27,6,12,N,4,0.065
female,34,13660000,전문직,기혼,보수적,332000,고가,여행,하나투어,36,6,19,N,3,0.134
female,47,5480000,공무원,미혼,보수적,1837000,초고가,전자기기,삼성,33,7,3,Y,7,0.397
female,53,7810000,자영업,기혼,보수적,391000,고가,패션,아디다스,29,6,11,N,2,0.133
male,52,6690000,프리랜서,미혼,진보적,403000,고가,건강관리,종근당,26,2,10,N,5,0.151
male,55,10050000,대기업직원,기혼,보수적,433000,고가,명품,루이비통,39,6,9,Y,6,0.186
male,60,3120000,주부,기혼,보수적,609000,고가,화장품,올리브영PB,30,7,16,Y,5,0.224
female,67,4090000,은퇴자,기혼,보수적,32000,저가,식품,CJ,15,3,21,N,2,0.077
female,21,550000,학생,미혼,보수적,832000,고가,교육,윌라,24,12,11,Y,9,0.531
female,27,650000,취업준비생,미혼,진보적,1782000,초고가,가구,일룸,35,17,10,Y,16,0.544
male,26,6110000,사무직,미혼,진보적,75000,저가,패션,COS,12,3,13,N,2,0.145
male,44,17980000,전문직,기혼,진보적,178000,중저가,건강관리,종근당,10,2,14,N,1,0.179
male,57,7320000,공무원,기혼,보수적,1112000,고가,명품,구찌,28,8,17,N,4,0.181
female,63,11430000,자영업,미혼,보수적,789000,고가,전자기기,소니,25,6,18,Y,5,0.196
female,30,9010000,프리랜서,기혼,진보적,150000,중저가,생활용품,유한킴벌리,17,1,20,N,3,0.137
female,33,12420000,대기업직원,미혼,진보적,749000,고가,교육,패스트캠퍼스,25,6,13,Y,2,0.182
male,38,4160000,주부,미혼,보수적,237000,중저가,가구,한샘,27,3,18,N,3,0.121
male,59,5070000,은퇴자,기혼,진보적,28000,저가,패션,무신사스탠다드,30,1,23,N,3,0.241
male,20,770000,학생,미혼,진보적,54000,저가,식품,풀무원,18,0,21,N,1,0.2
female,25,890000,취업준비생,미혼,진보적,678000,고가,여행,마이리얼트립,27,6,3,Y,8,0.655
female,36,2850000,사무직,미혼,보수적,4000,초저가,전자기기,레노버,12,3,20,N,5,0.082
female,54,4640000,전문직,기혼,보수적,104000,중저가,생활용품,유한킴벌리,16,5,21,N,3,0.061
male,31,2900000,공무원,미혼,보수적,27000,저가,교육,클래스101,14,6,22,N,1,0.178
male,37,2050000,자영업,미혼,보수적,6000,초저가,명품,프라다,27,5,16,N,3,0.111
male,40,1840000,프리랜서,미혼,진보적,191000,중저가,화장품,설화수,25,3,17,N,2,0.169
female,43,3860000,대기업직원,기혼,진보적,80000,저가,식품,오뚜기,17,2,23,N,1,0.18
female,48,870000,주부,기혼,진보적,3182000,초고가,여행,아시아나,45,19,10,Y,21,0.523
female,69,1280000,은퇴자,기혼,보수적,8000,초저가,전자기기,삼성,21,4,13,Y,2,0.168
male,19,1240000,학생,미혼,보수적,58000,저가,패션,나이키,20,4,18,N,0,0.143
male,23,1350000,취업준비생,미혼,진보적,479000,고가,건강관리,락토핏,28,5,10,Y,5,0.401
male,46,3090000,사무직,미혼,진보적,6376000,초고가,명품,버버리,36,12,23,Y,13,0.56
female,31,6620000,전문직,기혼,보수적,214000,중저가,화장품,설화수,27,4,9,N,1,0.155
female,41,3780000,공무원,기혼,진보적,949000,고가,식품,CJ,17,5,9,N,3,0.204
female,47,3570000,자영업,기혼,보수적,448000,고가,교육,시원스쿨,32,6,18,Y,4,0.201
male,50,2830000,프리랜서,기혼,진보적,1223000,고가,가구,리바트,23,4,23,Y,6,0.511
male,53,5270000,대기업직원,기혼,보수적,29000,저가,패션,ZARA,21,5,23,Y,1,0.26
male,58,1300000,주부,기혼,진보적,348000,고가,건강관리,센트룸,20,5,0,Y,4,0.382
female,61,1700000,은퇴자,미혼,보수적,419000,고가,명품,구찌,31,5,13,N,6,0.276
female,29,1650000,학생,미혼,보수적,4638000,초고가,전자기기,애플,41,18,11,Y,16,0.553
female,33,1850000,취업준비생,기혼,진보적,204000,중저가,생활용품,락앤락,8,2,23,N,5,0.195
male,24,4310000,사무직,미혼,진보적,35000,저가,교육,메가스터디,11,3,10,N,0,0.149
male,41,9750000,전문직,기혼,보수적,245000,중저가,가구,리바트,16,4,23,Y,6,0.194
male,51,4740000,공무원,기혼,진보적,103000,중저가,패션,무신사스탠다드,19,3,9,N,1,0.151
female,57,4690000,자영업,미혼,진보적,36000,저가,식품,동원,13,2,17,N,4,0.065
female,28,4360000,프리랜서,기혼,보수적,5456000,초고가,여행,하나투어,44,10,16,Y,10,0.536
female,31,6790000,대기업직원,기혼,보수적,3367000,초고가,전자기기,LG,44,9,19,Y,9,0.4
male,36,2280000,주부,기혼,보수적,10000,초저가,생활용품,깨끗한나라,16,4,14,N,2,0.064
male,71,2620000,은퇴자,기혼,보수적,35000,저가,교육,클래스101,21,3,22,N,1,0.194
male,28,520000,학생,미혼,진보적,465000,고가,명품,샤넬,36,6,11,Y,10,0.59
female,31,620000,취업준비생,미혼,보수적,109000,중저가,화장품,라네즈,17,7,12,N,2,0.181
female,34,4940000,사무직,기혼,진보적,103000,중저가,식품,노브랜드,7,3,13,N,2,0.146
female,51,14210000,전문직,미혼,보수적,3088000,초고가,여행,하나투어,42,7,13,Y,5,0.243
male,25,6360000,공무원,미혼,진보적,129000,중저가,전자기기,삼성,16,1,12,N,5,0.151
male,31,8410000,자영업,미혼,진보적,77000,저가,패션,아디다스,13,3,11,N,2,0.107
male,38,6860000,프리랜서,미혼,진보적,3662000,초고가,건강관리,종근당,25,9,9,Y,5,0.472
female,41,9500000,대기업직원,기혼,보수적,7833000,초고가,명품,루이비통,38,9,12,Y,10,0.491
female,46,3360000,주부,기혼,진보적,1913000,초고가,화장품,올리브영PB,30,6,18,Y,7,0.511
female,63,3760000,은퇴자,기혼,보수적,157000,중저가,식품,CJ,24,5,14,Y,1,0.176
male,27,740000,학생,미혼,보수적,34000,저가,교육,윌라,22,5,21,N,2,0.105
male,29,910000,취업준비생,미혼,진보적,230000,중저가,가구,일룸,18,5,16,N,4,0.262
male,44,6880000,사무직,기혼,진보적,236000,중저가,패션,COS,28,1,18,N,3,0.175
female,28,15960000,전문직,미혼,진보적,621000,고가,건강관리,종근당,22,4,16,N,1,0.176
female,35,6630000,공무원,미혼,보수적,7962000,초고가,명품,구찌,48,11,9,Y,11,0.477
female,41,13180000,자영업,기혼,진보적,12000,초저가,전자기기,소니,17,0,18,N,3,0.156
male,48,8960000,프리랜서,미혼,진보적,21000,초저가,생활용품,유한킴벌리,5,3,0,N,1,0.215
male,51,11560000,대기업직원,기혼,진보적,66000,저가,교육,패스트캠퍼스,15,2,10,N,3,0.101
male,56,4500000,주부,기혼,진보적,1216000,고가,가구,한샘,16,5,12,Y,6,0.293
female,73,5070000,은퇴자,기혼,보수적,250000,중저가,패션,무신사스탠다드,30,4,12,N,1,0.184
female,26,1120000,학생,미혼,진보적,273000,중저가,식품,풀무원,15,3,15,N,2,0.261
female,27,1370000,취업준비생,미혼,진보적,4854000,초고가,여행,마이리얼트립,32,18,23,Y,18,0.629
male,54,2400000,사무직,기혼,보수적,252000,중저가,전자기기,레노버,26,5,22,N,7,0.161
male,38,5080000,전문직,기혼,보수적,4000,초저가,생활용품,유한킴벌리,10,3,19,N,2,0.104
male,45,2710000,공무원,미혼,보수적,143000,중저가,교육,클래스101,22,5,17,N,1,0.141
female,51,2120000,자영업,미혼,진보적,1251000,고가,명품,프라다,41,6,16,Y,7,0.514
female,26,1680000,프리랜서,미혼,보수적,872000,고가,화장품,설화수,35,10,13,Y,5,0.447
female,29,3970000,대기업직원,기혼,진보적,229000,중저가,식품,오뚜기,22,4,13,N,4,0.079
male,34,860000,주부,기혼,보수적,258000,중저가,여행,아시아나,27,5,11,Y,4,0.324
male,65,1110000,은퇴자,기혼,보수적,519000,고가,전자기기,삼성,32,7,10,Y,7,0.387
male,25,1650000,학생,미혼,진보적,152000,중저가,패션,나이키,29,4,9,N,2,0.127
female,25,1640000,취업준비생,미혼,보수적,15000,초저가,건강관리,락토핏,7,4,22,N,1,0.194
female,32,2960000,사무직,미혼,보수적,346000,고가,명품,버버리,37,5,21,N,5,0.199
female,48,6560000,전문직,기혼,진보적,798000,고가,화장품,설화수,20,5,2,Y,5,0.274
male,55,3410000,공무원,기혼,보수적,6000,초저가,식품,CJ,25,4,18,N,1,0.116
male,61,3280000,자영업,미혼,보수적,52000,저가,교육,시원스쿨,17,4,17,N,3,0.095
male,36,3000000,프리랜서,미혼,보수적,680000,고가,가구,리바트,22,5,15,Y,4,0.278
female,39,5800000,대기업직원,미혼,진보적,260000,중저가,패션,ZARA,20,2,13,Y,4,0.189
female,44,1500000,주부,기혼,진보적,2943000,초고가,건강관리,센트룸,33,13,12,Y,10,0.471
female,75,1920000,은퇴자,기혼,진보적,2351000,초고가,명품,구찌,42,11,10,Y,10,0.541
male,24,470000,학생,미혼,진보적,133000,중저가,전자기기,애플,26,3,0,N,5,0.356
male,23,620000,취업준비생,미혼,진보적,19000,초저가,생활용품,락앤락,8,2,11,N,3,0.103
male,42,3900000,사무직,기혼,보수적,128000,중저가,교육,메가스터디,21,6,19,N,3,0.065
female,58,9000000,전문직,미혼,진보적,574000,고가,가구,리바트,29,5,19,N,4,0.142
female,29,4860000,공무원,미혼,진보적,577000,고가,패션,무신사스탠다드,28,5,18,Y,3,0.253
female,35,5250000,자영업,기혼,보수적,184000,중저가,식품,동원,13,3,10,N,4,0.102
male,46,4670000,프리랜서,기혼,보수적,97000,중저가,여행,하나투어,19,6,2,Y,4,0.201
male,49,7210000,대기업직원,기혼,보수적,155000,중저가,전자기기,LG,30,4,21,N,3,0.101
male,54,2170000,주부,기혼,진보적,40000,저가,생활용품,깨끗한나라,12,2,21,N,4,0.07
female,67,2750000,은퇴자,기혼,보수적,108000,중저가,교육,클래스101,27,6,22,N,4,0.151
female,23,790000,학생,미혼,보수적,2247000,초고가,명품,샤넬,40,19,19,Y,18,0.542
female,33,910000,취업준비생,미혼,진보적,389000,고가,화장품,라네즈,25,6,1,Y,5,0.494
male,52,4950000,사무직,미혼,진보적,9000,초저가,식품,노브랜드,6,0,12,N,4,0.17
male,35,12830000,전문직,기혼,진보적,219000,중저가,여행,하나투어,23,2,0,N,6,0.184
male,39,6300000,공무원,기혼,진보적,1266000,고가,전자기기,삼성,28,4,17,Y,5,0.255
female,45,8410000,자영업,기혼,보수적,228000,중저가,패션,아디다스,20,4,14,N,3,0.137
female,24,6370000,프리랜서,미혼,진보적,265000,중저가,건강관리,종근당,14,3,16,Y,4,0.153
female,27,10070000,대기업직원,미혼,진보적,339000,고가,명품,루이비통,25,2,19,N,3,0.184
male,32,3340000,주부,기혼,진보적,38000,저가,화장품,올리브영PB,12,1,16,N,3,0.165
male,59,3980000,은퇴자,기혼,진보적,53000,저가,식품,CJ,20,0,14,N,0,0.222
male,22,1300000,학생,미혼,보수적,228000,중저가,교육,윌라,19,4,20,Y,2,0.261
female,31,1370000,취업준비생,미혼,진보적,548000,고가,가구,일룸,26,5,18,Y,7,0.396
female,30,6180000,사무직,미혼,진보적,737000,고가,패션,COS,17,4,15,N,4,0.184
female,45,16230000,전문직,기혼,보수적,4116000,초고가,건강관리,종근당,28,10,2,N,4,0.255
male,49,7300000,공무원,기혼,보수적,593000,고가,명품,구찌,33,5,22,N,7,0.182
male,55,11490000,자영업,기혼,진보적,432000,고가,전자기기,소니,23,2,9,Y,4,0.202
male,34,9600000,프리랜서,기혼,진보적,84000,저가,생활용품,유한킴벌리,13,1,15,N,2,0.179
female,37,12430000,대기업직원,기혼,진보적,154000,중저가,교육,패스트캠퍼스,21,4,20,N,1,0.126
female,42,4660000,주부,기혼,보수적,7256000,초고가,가구,한샘,35,13,9,Y,12,0.479
female,69,5210000,은퇴자,기혼,보수적,2058000,초고가,패션,무신사스탠다드,42,8,11,N,7,0.34
male,21,1590000,학생,미혼,진보적,19000,초저가,식품,풀무원,10,3,22,N,0,0.178
male,29,1740000,취업준비생,미혼,보수적,195000,중저가,여행,마이리얼트립,32,3,14,N,6,0.155
male,40,2510000,사무직,기혼,진보적,776000,고가,전자기기,레노버,35,5,20,Y,4,0.345
female,55,5300000,전문직,기혼,보수적,40000,저가,생활용품,유한킴벌리,18,5,14,N,4,0.034
female,59,2590000,공무원,기혼,보수적,2748000,초고가,교육,클래스101,33,13,17,Y,7,0.445
female,65,2060000,자영업,기혼,진보적,3516000,초고가,명품,프라다,44,14,14,Y,12,0.575
male,44,1970000,프리랜서,미혼,보수적,106000,중저가,화장품,설화수,16,6,11,Y,4,0.157
male,47,4180000,대기업직원,기혼,보수적,21000,초저가,식품,오뚜기,16,2,16,Y,3,0.118
male,52,840000,주부,기혼,진보적,722000,고가,여행,아시아나,33,6,11,Y,10,0.526
female,61,1160000,은퇴자,미혼,보수적,8195000,초고가,전자기기,삼성,43,34,11,Y,32,0.496
female,20,490000,학생,미혼,진보적,653000,고가,패션,나이키,29,9,13,Y,8,0.561
female,27,640000,취업준비생,미혼,보수적,44000,저가,건강관리,락토핏,20,6,15,N,3,0.082
male,50,3060000,사무직,기혼,진보적,1646000,초고가,명품,버버리,35,8,12,Y,7,0.501
male,32,7400000,전문직,미혼,진보적,36000,저가,화장품,설화수,12,3,19,N,3,0.105
male,33,3790000,공무원,기혼,진보적,70000,저가,식품,CJ,19,1,10,N,4,0.151
female,39,3320000,자영업,기혼,진보적,223000,중저가,교육,시원스쿨,24,4,17,N,4,0.117
female,54,3070000,프리랜서,미혼,보수적,2886000,초고가,가구,리바트,37,13,16,Y,9,0.512
female,57,5150000,대기업직원,미혼,보수적,389000,고가,패션,ZARA,25,4,14,N,2,0.156
male,30,1420000,주부,기혼,보수적,36000,저가,건강관리,센트룸,18,4,20,N,3,0.101
male,71,1930000,은퇴자,기혼,진보적,5018000,초고가,명품,구찌,35,15,17,Y,14,0.534
male,19,760000,학생,미혼,진보적,601000,고가,전자기기,애플,36,8,20,Y,8,0.545
female,25,910000,취업준비생,미혼,진보적,42000,저가,생활용품,락앤락,16,2,14,N,3,0.111
female,28,4110000,사무직,미혼,진보적,885000,고가,교육,메가스터디,12,7,22,Y,5,0.33
female,42,9370000,전문직,미혼,진보적,1943000,초고가,가구,리바트,22,4,19,N,8,0.223
male,43,4250000,공무원,기혼,진보적,46000,저가,패션,무신사스탠다드,14,2,10,N,2,0.135
male,49,5390000,자영업,기혼,보수적,5000,초저가,식품,동원,12,5,19,N,2,0.045
male,32,4220000,프리랜서,미혼,보수적,1149000,고가,여행,하나투어,33,8,20,N,6,0.247
female,35,7760000,대기업직원,미혼,보수적,474000,고가,전자기기,LG,21,8,9,N,7,0.086
female,40,2050000,주부,기혼,보수적,126000,중저가,생활용품,깨끗한나라,14,5,2,N,4,0.142
female,63,2780000,은퇴자,기혼,보수적,990000,고가,교육,클래스101,32,5,22,N,6,0.358
male,29,1160000,학생,미혼,보수적,660000,고가,명품,샤넬,40,8,3,Y,8,0.553
male,23,1240000,취업준비생,미혼,진보적,56000,저가,화장품,라네즈,21,1,14,Y,4,0.214
male,38,4790000,사무직,기혼,진보적,80000,저가,식품,노브랜드,10,1,21,N,3,0.177
female,52,14290000,전문직,기혼,진보적,672000,고가,여행,하나투어,35,3,15,N,6,0.142
female,53,5990000,공무원,미혼,보수적,2365000,초고가,전자기기,삼성,46,8,20,N,9,0.272
female,59,8740000,자영업,기혼,보수적,487000,고가,패션,아디다스,29,5,12,N,4,0.123
male,42,7010000,프리랜서,기혼,보수적,262000,중저가,건강관리,종근당,27,3,23,N,4,0.149
male,45,9650000,대기업직원,기혼,보수적,5727000,초고가,명품,루이비통,49,10,20,Y,8,0.479
male,50,3050000,주부,기혼,보수적,211000,중저가,화장품,올리브영PB,20,6,16,N,3,0.137
female,73,4040000,은퇴자,기혼,보수적,43000,저가,식품,CJ,18,3,21,N,3,0.091
female,28,1680000,학생,미혼,진보적,409000,고가,교육,윌라,18,6,11,N,6,0.232
female,33,1860000,취업준비생,미혼,보수적,2630000,초고가,가구,일룸,39,13,13,Y,13,0.515
male,48,6910000,사무직,기혼,보수적,32000,저가,패션,COS,18,3,18,N,3,0.11
male,29,17590000,전문직,기혼,진보적,242000,중저가,건강관리,종근당,9,2,11,N,1,0.172
male,27,7460000,공무원,미혼,진보적,4439000,초고가,명품,구찌,38,10,16,Y,9,0.478
female,33,12290000,자영업,기혼,보수적,432000,고가,전자기기,소니,29,8,14,N,6,0.073
female,52,8990000,프리랜서,기혼,진보적,121000,중저가,생활용품,유한킴벌리,10,4,18,N,2,0.107
female,55,13040000,대기업직원,기혼,보수적,869000,고가,교육,패스트캠퍼스,23,5,20,N,5,0.086
male,60,4780000,주부,기혼,진보적,255000,중저가,가구,한샘,25,1,19,Y,5,0.232
male,65,5120000,은퇴자,미혼,보수적,45000,저가,패션,무신사스탠다드,24,5,19,N,1,0.122
male,27,470000,학생,기혼,진보적,76000,저가,식품,풀무원,17,1,17,N,2,0.222
female,31,570000,취업준비생,미혼,진보적,580000,고가,여행,마이리얼트립,32,7,19,Y,10,0.577
female,26,2680000,사무직,미혼,보수적,3387000,초고가,전자기기,레노버,39,10,11,Y,10,0.503
female,39,4930000,전문직,기혼,보수적,248000,중저가,생활용품,유한킴벌리,13,4,3,N,2,0.157
male,37,2610000,공무원,기혼,진보적,47000,저가,교육,클래스101,15,3,18,N,3,0.077
male,43,2160000,자영업,기혼,진보적,527000,고가,명품,프라다,20,6,13,Y,7,0.349
male,30,1870000,프리랜서,미혼,진보적,113000,중저가,화장품,설화수,17,5,23,N,1,0.21
female,33,4030000,대기업직원,미혼,보수적,33000,저가,식품,오뚜기,19,6,14,N,4,0.059
female,38,750000,주부,기혼,보수적,3651000,초고가,여행,아시아나,40,25,16,Y,26,0.513
female,75,1280000,은퇴자,기혼,보수적,18000,초저가,전자기기,삼성,21,5,23,Y,5,0.174
male,26,860000,학생,미혼,보수적,45000,저가,패션,나이키,16,5,23,N,3,0.159
male,29,950000,취업준비생,미혼,진보적,131000,중저가,건강관리,락토핏,12,2,19,N,2,0.209
male,36,2980000,사무직,기혼,보수적,356000,고가,명품,버버리,24,6,16,Y,7,0.204
female,49,6890000,전문직,기혼,진보적,163000,중저가,화장품,설화수,15,2,10,N,1,0.177
female,47,3920000,공무원,기혼,진보적,103000,중저가,식품,CJ,17,2,20,N,1,0.128
female,53,3600000,자영업,기혼,진보적,900000,고가,교육,시원스쿨,21,4,3,Y,4,0.373
male,40,2910000,프리랜서,기혼,진보적,277000,중저가,가구,리바트,11,4,15,Y,3,0.226
male,43,5130000,대기업직원,기혼,보수적,29000,저가,패션,ZARA,19,3,21,N,0,0.182
male,48,1340000,주부,기혼,진보적,265000,중저가,건강관리,센트룸,22,4,20,N,5,0.166
female,67,1780000,은퇴자,미혼,보수적,2030000,초고가,명품,구찌,50,13,1,Y,9,0.56
female,25,1230000,학생,미혼,진보적,4921000,초고가,전자기기,애플,41,20,16,Y,22,0.525
female,27,1320000,취업준비생,미혼,진보적,230000,중저가,생활용품,락앤락,10,2,0,N,2,0.302
male,46,4420000,사무직,기혼,보수적,183000,중저가,교육,메가스터디,31,6,0,N,0,0.174
male,59,9190000,전문직,미혼,보수적,101000,중저가,가구,리바트,25,4,18,N,6,0.068
male,57,4500000,공무원,미혼,보수적,171000,중저가,패션,무신사스탠다드,20,3,10,N,2,0.147
female,63,4900000,자영업,미혼,진보적,33000,저가,식품,동원,11,2,13,N,0,0.136
